userId,action,date,user,projectId,project,projectDisabled,datasetId,dataset,datasetDisabled,imageId,image,imageDisabled,classId,class,classDisabled,figureId,jobId,job,jobDisabled,tagId,tag,tagDisabled,workspaceId,workspace,workspaceDisabled,pluginId,plugin,pluginDisabled,modelId,model,modelDisabled,memberId,member,memberDisabled,node,nodeDisabled,meta,agentId
75952,annotation_duration,2023-10-10T22:52:05.359Z,kkarpetov,268682,2023-10-10 23:31:52.534,False,868086,Brave. Градации серого,False,319358893,Brave1 (1).png,False,,,,,,,,,,,92118.0,First Workspace,False,,,,,,,,,,,,{'duration': 8},
75952,annotation_duration,2023-10-10T22:52:35.369Z,kkarpetov,268682,2023-10-10 23:31:52.534,False,868086,Brave. Градации серого,False,319358893,Brave1 (1).png,False,,,,,,,,,,,92118.0,First Workspace,False,,,,,,,,,,,,{'duration': 30},
75952,create_figure,2023-10-10T22:52:55.474Z,kkarpetov,268682,2023-10-10 23:31:52.534,False,868086,Brave. Градации серого,False,319358893,Brave1 (1).png,False,11916346.0,brave,True,1434787654.0,,,,,,,,,,,,,,,,,,,,,{},
75952,annotation_duration,2023-10-10T22:52:55.930Z,kkarpetov,268682,2023-10-10 23:31:52.534,False,868086,Brave. Градации серого,False,319358893,Brave1 (1).png,False,11916346.0,brave,True,1434787654.0,,,,,,,92118.0,First Workspace,False,,,,,,,,,,,,{'duration': 4},
75952,update_figure,2023-10-10T22:53:00.967Z,kkarpetov,268682,2023-10-10 23:31:52.534,False,868086,Brave. Градации серого,False,319358893,Brave1 (1).png,False,11916346.0,brave,True,1434787654.0,,,,,,,,,,,,,,,,,,,,,{},
75952,annotation_duration,2023-10-10T22:53:05.367Z,kkarpetov,268682,2023-10-10 23:31:52.534,False,868086,Brave. Градации серого,False,319358893,Brave1 (1).png,False,,,,,,,,,,,92118.0,First Workspace,False,,,,,,,,,,,,{'duration': 30},
75952,annotation_duration,2023-10-10T22:53:25.395Z,kkarpetov,268682,2023-10-10 23:31:52.534,False,868086,Brave. Градации серого,False,319358893,Brave1 (1).png,False,11916346.0,brave,True,1434787654.0,,,,,,,92118.0,First Workspace,False,,,,,,,,,,,,{'duration': 29},
75952,attach_tag,2023-10-10T22:53:28.456Z,kkarpetov,268682,2023-10-10 23:31:52.534,False,868086,Brave. Градации серого,False,319358893,Brave1 (1).png,False,,,,1434787654.0,,,,32591408.0,brave,False,92118.0,First Workspace,False,,,,,,,,,,,,{'id': 214328592},
75952,annotation_duration,2023-10-10T22:53:33.905Z,kkarpetov,268682,2023-10-10 23:31:52.534,False,868086,Brave. Градации серого,False,319358893,Brave1 (1).png,False,11916346.0,brave,True,1434787654.0,,,,,,,92118.0,First Workspace,False,,,,,,,,,,,,{'duration': 9},
75952,update_figure,2023-10-10T22:53:35.113Z,kkarpetov,268682,2023-10-10 23:31:52.534,False,868086,Brave. Градации серого,False,319358893,Brave1 (1).png,False,11916346.0,brave,True,1434787654.0,,,,,,,,,,,,,,,,,,,,,{},
75952,annotation_duration,2023-10-10T22:53:35.502Z,kkarpetov,268682,2023-10-10 23:31:52.534,False,868086,Brave. Градации серого,False,319358893,Brave1 (1).png,False,,,,,,,,,,,92118.0,First Workspace,False,,,,,,,,,,,,{'duration': 30},
75952,update_figure,2023-10-10T22:53:39.863Z,kkarpetov,268682,2023-10-10 23:31:52.534,False,868086,Brave. Градации серого,False,319358893,Brave1 (1).png,False,11916346.0,brave,True,1434787654.0,,,,,,,,,,,,,,,,,,,,,{},
75952,attach_tag,2023-10-10T22:53:59.906Z,kkarpetov,268682,2023-10-10 23:31:52.534,False,868086,Brave. Градации серого,False,319358893,Brave1 (1).png,False,,,,,,,,32591408.0,brave,False,92118.0,First Workspace,False,,,,,,,,,,,,{'id': 156290472},
75952,annotation_duration,2023-10-10T22:54:05.505Z,kkarpetov,268682,2023-10-10 23:31:52.534,False,868086,Brave. Градации серого,False,319358893,Brave1 (1).png,False,,,,,,,,,,,92118.0,First Workspace,False,,,,,,,,,,,,{'duration': 30},
75952,update_figure,2023-10-10T22:54:10.073Z,kkarpetov,268682,2023-10-10 23:31:52.534,False,868086,Brave. Градации серого,False,319358893,Brave1 (1).png,False,11916346.0,brave,True,1434787654.0,,,,,,,,,,,,,,,,,,,,,{},
75952,update_figure,2023-10-10T22:54:12.936Z,kkarpetov,268682,2023-10-10 23:31:52.534,False,868086,Brave. Градации серого,False,319358893,Brave1 (1).png,False,11916346.0,brave,True,1434787654.0,,,,,,,,,,,,,,,,,,,,,{},
75952,annotation_duration,2023-10-10T22:54:16.293Z,kkarpetov,268682,2023-10-10 23:31:52.534,False,868086,Brave. Градации серого,False,319358893,Brave1 (1).png,False,,,,,,,,,,,92118.0,First Workspace,False,,,,,,,,,,,,{'duration': 11},
75952,annotation_duration,2023-10-10T22:54:17.223Z,kkarpetov,268682,2023-10-10 23:31:52.534,False,868086,Brave. Градации серого,False,319358894,Brave1 (2).png,False,,,,,,,,,,,92118.0,First Workspace,False,,,,,,,,,,,,{'duration': 1},
